id,rbid,name
1891,9993,Bilaga 31 – Kungl Musikhögskolan.doc
1857,9993,Bilaga 32 – Lärarhögskolan i Stockholm.doc
1892,9993,Bilaga 33 – Operahögskolan.doc
1897,9993,Bilaga 34 – Södertörns högskola.doc
1851,9993,Bilaga 35 – Teaterhögskolan.doc
1859,9993,Bilaga 36 – Enskilda utbildningsanordnare.doc
1902,9993,Bilaga 37 – Särskilda utgifter.doc
1854,9993,Bilaga 38 – Forskning och konstnärligt utvecklarb.doc
1855,9993,Bilaga 39 – Ersättning klinisk utbildning  forskn.doc
1868,9993,Bilaga 40 – Periodiserade återrapporteringskrav.doc
1869,9993,Bilaga 41 – Krysslista.doc
1870,9993,Bilaga 42 – Vetenskapsområden.doc
1882,9993,Bilaga 43 – Prognoser.xls
1883,9993,Bilaga 44 – Fakturan för 2007.xls
1852,9993,Bilaga 45 – Väsentliga uppgifter.doc
1853,9993,Bilaga 46 – Avgiftsbelagd verksamhet.doc
2129,10008,Bilaga 2 Tvärsektoriella frågor.doc
2138,10008,Bilaga 3 Målstruktur.doc
1908,10016,Statbidraget läkemedelsf 2006.xls
1907,10016,Statsbidraget läkemdelsf 2007.xls
2142,10032,Bilaga 2.xls
2141,10032,Bilaga 3.doc
2127,10094,BilagaPensioner.xls
2053,10095,Bilaga 2 Bemyndiganden.doc
2052,10095,Bilaga 3 Kostnads- och utgiftsbudget.doc
2048,10095,Bilaga 4 FPI.doc
2059,10095,Bilaga 5 Mil säktjänst.doc
2132,10109,Bilaga 2.doc
2131,10109,Bilaga 3.xls
2112,10109,Bilaga 4.xls
2113,10109,Bilaga 5.xls
2114,10109,Bilaga 6.xls
2118,10109,Bilaga 7.xls
2133,10109,Bilaga 8.doc
2135,10109,Bilaga 9.doc
1927,10133,Bilaga 0 – Utskriftsvänlig vers av gemensamma best.doc
1918,10133,Bilaga 1– Uppsala universitet.doc
1940,10133,Bilaga 2  – Lunds universitet.doc
1936,10133,Bilaga 3 – Göteborgs universitet.doc
1955,10133,Bilaga 4 – Stockholms universitet.doc
1941,10133,Bilaga 5 – Umeå universitet.doc
1942,10133,Bilaga 6 – Linköpings universitet.doc
1956,10133,Bilaga 7 – Karolinska institutet.doc
1938,10133,Bilaga 8 – Kungl Tekniska högskolan.doc
1939,10133,Bilaga 9 – Luleå tekniska universitet.doc
1947,10133,Bilaga 10 – Karlstads universitet.doc
1948,10133,Bilaga 11 – Växjö universitet.doc
1949,10133,Bilaga 12 – Örebro universitet.doc
1950,10133,Bilaga 13 – Mittuniversitetet.doc
1929,10133,Bilaga 14 – Blekinge tekniska högskola.doc
1951,10133,Bilaga 15 – Malmö högskola.doc
1928,10133,Bilaga 16 – Högskolan i Kalmar.doc
1952,10133,Bilaga 17 – Mälardalens högskola.doc
1953,10133,Bilaga 18 – Danshögskolan.doc
1912,10133,Bilaga 19 – Dramatiska institutet.doc
1913,10133,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
1943,10133,Bilaga 21 – Högskolan i Borås.doc
1914,10133,Bilaga 22 – Högskolan Dalarna.doc
1971,10133,Bilaga 23 – Högskolan på Gotland.doc
1915,10133,Bilaga 24 – Högskolan i Gävle.doc
1919,10133,Bilaga 25 – Högskolan i Halmstad.doc
1920,10133,Bilaga 26 Högskolan Kristianstad.doc
1921,10133,Bilaga 27 – Högskolan i Skövde.doc
1922,10133,Bilaga 28 – Högskolan Väst.doc
1923,10133,Bilaga 29 – Konstfack.doc
1924,10133,Bilaga 30 – Kungl Konsthögskolan.doc
1925,10133,Bilaga 31 – Kungl Musikhögskolan.doc
1935,10133,Bilaga 32 – Lärarhögskolan i Stockholm.doc
1926,10133,Bilaga 33 – Operahögskolan.doc
1930,10133,Bilaga 34 – Södertörns högskola.doc
1911,10133,Bilaga 35 – Teaterhögskolan.doc
1937,10133,Bilaga 36 – Enskilda utbildningsanordnare.doc
1972,10133,Bilaga 37 – Särskilda utgifter.doc
1933,10133,Bilaga 38 – Forskning och konstnärligt utvecklarb.doc
1934,10133,Bilaga 39 – Ersättning klinisk utbildning  forskn.doc
1944,10133,Bilaga 40 – Periodiserade återrapporteringskrav.doc
1945,10133,Bilaga 41 – Krysslista.doc
1946,10133,Bilaga 42 – Vetenskapsområden.doc
1916,10133,Bilaga 43 – Prognoser.xls
1917,10133,Bilaga 44 – Fakturan för 2007.xls
1931,10133,Bilaga 45 – Väsentliga uppgifter.doc
1960,10133,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2128,10143,Bilaga 2 Fördelning av beslut per ändamål 2008.xls
1968,10283,Bilaga 2.doc
1966,10283,Bilaga 3.doc
1964,10283,Bilaga 4.doc
1965,10283,Bilaga 5.doc
1967,10283,Bilaga 6.doc
1969,10324,Generella frågor.doc
1970,10324,Målstruktur.doc
2109,10356,Villkor för avveckling av Venantius AB.doc
1974,10365,Bil 2 RB07 Mål politikområden.doc
1976,10365,Bil 5 RB07 Avgifter mot inkomsttitel.xls
1977,10365,Bil 7 RB07 Anslagsposter.xls
1978,10365,Bil 8 RB07 Körkortsavgifter.doc
2045,10365,ny bil 3 22 nov 07.xls
1975,10365,Ny bil 4 mars 07 avgifter som disponeras.xls
2033,10365,Ny bil 6 låneramar och krediter 22 nov 07.xls
2044,10408,Bilaga 1 till FortV RB08.doc
2043,10409,Bilaga 1 till Sfv RB08.doc
2013,10430,Bilaga 0 – Utskriftsvänlig vers av gemensamma best.doc
2004,10430,Bilaga 1– Uppsala universitet.doc
2025,10430,Bilaga 2  – Lunds universitet.doc
2021,10430,Bilaga 3 – Göteborgs universitet.doc
1992,10430,Bilaga 4 – Stockholms universitet.doc
2026,10430,Bilaga 5 – Umeå universitet.doc
2027,10430,Bilaga 6 – Linköpings universitet.doc
1993,10430,Bilaga 7 – Karolinska institutet.doc
2023,10430,Bilaga 8 – Kungl Tekniska högskolan.doc
2024,10430,Bilaga 9 – Luleå tekniska universitet.doc
1984,10430,Bilaga 10 – Karlstads universitet.doc
1985,10430,Bilaga 11 – Växjö universitet.doc
1986,10430,Bilaga 12 – Örebro universitet.doc
1987,10430,Bilaga 13 – Mittuniversitetet.doc
2015,10430,Bilaga 14 – Blekinge tekniska högskola.doc
1988,10430,Bilaga 15 – Malmö högskola.doc
2014,10430,Bilaga 16 – Högskolan i Kalmar.doc
1989,10430,Bilaga 17 – Mälardalens högskola.doc
1990,10430,Bilaga 18 – Danshögskolan.doc
1998,10430,Bilaga 19 – Dramatiska institutet.doc
1999,10430,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
1994,10430,Bilaga 21 – Högskolan i Borås.doc
2000,10430,Bilaga 22 – Högskolan Dalarna.doc
1982,10430,Bilaga 23 – Högskolan på Gotland.doc
2001,10430,Bilaga 24 – Högskolan i Gävle.doc
2005,10430,Bilaga 25 – Högskolan i Halmstad.doc
2006,10430,Bilaga 26 Högskolan Kristianstad.doc
2007,10430,Bilaga 27 – Högskolan i Skövde.doc
2008,10430,Bilaga 28 – Högskolan Väst.doc
2009,10430,Bilaga 29 – Konstfack.doc
2010,10430,Bilaga 30 – Kungl Konsthögskolan.doc
2011,10430,Bilaga 31 – Kungl Musikhögskolan.doc
2020,10430,Bilaga 32 – Lärarhögskolan i Stockholm.doc
2012,10430,Bilaga 33 – Operahögskolan.doc
2016,10430,Bilaga 34 – Södertörns högskola.doc
1997,10430,Bilaga 35 – Teaterhögskolan.doc
2022,10430,Bilaga 36 – Enskilda utbildningsanordnare.doc
2029,10430,Bilaga 37 – Särskilda utgifter.doc
2018,10430,Bilaga 38 – Forskning och konstnärligt utvecklarb.doc
2019,10430,Bilaga 39 – Ersättning klinisk utbildning  forskn.doc
1995,10430,Bilaga 40 – Periodiserade återrapporteringskrav.doc
1996,10430,Bilaga 41 – Krysslista.doc
1983,10430,Bilaga 42 – Vetenskapsområden.doc
2002,10430,Bilaga 43 – Prognoser.xls
2003,10430,Bilaga 44 – Fakturan för 2007.xls
2017,10430,Bilaga 45 – Väsentliga uppgifter.doc
2028,10430,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2040,10486,Pensionsfördelningar2007.xls
2051,10515,Statbidraget läkemedelsf 2006.xls
2050,10515,Statsbidraget läkemdelsf 2007.xls
2055,10521,Bilaga utbetalningsplan ändr av RB SFV 2007.doc
2054,10521,Investeringar Sfv RB07.doc
2092,10536,Bilaga 0 – Utskriftsvänlig vers av gemensamma best.doc
2083,10536,Bilaga 1– Uppsala universitet.doc
2104,10536,Bilaga 2  – Lunds universitet.doc
2100,10536,Bilaga 3 – Göteborgs universitet.doc
2144,10536,Bilaga 4 – Stockholms universitet.doc
2105,10536,Bilaga 5 – Umeå universitet.doc
2106,10536,Bilaga 6 – Linköpings universitet.doc
2072,10536,Bilaga 7 – Karolinska institutet.doc
2102,10536,Bilaga 8 – Kungl Tekniska högskolan.doc
2103,10536,Bilaga 9 – Luleå tekniska universitet.doc
2064,10536,Bilaga 10 – Karlstads universitet.doc
2065,10536,Bilaga 11 – Växjö universitet.doc
2066,10536,Bilaga 12 – Örebro universitet.doc
2067,10536,Bilaga 13 – Mittuniversitetet.doc
2094,10536,Bilaga 14 – Blekinge tekniska högskola.doc
2068,10536,Bilaga 15 – Malmö högskola.doc
2093,10536,Bilaga 16 – Högskolan i Kalmar.doc
2069,10536,Bilaga 17 – Mälardalens högskola.doc
2070,10536,Bilaga 18 – Danshögskolan.doc
2077,10536,Bilaga 19 – Dramatiska institutet.doc
2078,10536,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2073,10536,Bilaga 21 – Högskolan i Borås.doc
2079,10536,Bilaga 22 – Högskolan Dalarna.doc
2060,10536,Bilaga 23 – Högskolan på Gotland.doc
2080,10536,Bilaga 24 – Högskolan i Gävle.doc
2084,10536,Bilaga 25 – Högskolan i Halmstad.doc
2085,10536,Bilaga 26 Högskolan Kristianstad.doc
2086,10536,Bilaga 27 – Högskolan i Skövde.doc
2087,10536,Bilaga 28 – Högskolan Väst.doc
2088,10536,Bilaga 29 – Konstfack.doc
2089,10536,Bilaga 30 – Kungl Konsthögskolan.doc
2090,10536,Bilaga 31 – Kungl Musikhögskolan.doc
2145,10536,Bilaga 32 – Lärarhögskolan i Stockholm.doc
2091,10536,Bilaga 33 – Operahögskolan.doc
2095,10536,Bilaga 34 – Södertörns högskola.doc
2076,10536,Bilaga 35 – Teaterhögskolan.doc
2101,10536,Bilaga 36 – Enskilda utbildningsanordnare.doc
2143,10536,Bilaga 37 – Särskilda utgifter.doc
2097,10536,Bilaga 38 – Forskning och konstnärligt utvecklarb.doc
2098,10536,Bilaga 39 – Ersättning klinisk utbildning  forskn.doc
2074,10536,Bilaga 40 – Periodiserade återrapporteringskrav.doc
2075,10536,Bilaga 41 – Krysslista.doc
2063,10536,Bilaga 42 – Vetenskapsområden.doc
2081,10536,Bilaga 43 – Prognoser.xls
2082,10536,Bilaga 44 – Fakturan för 2007.xls
2096,10536,Bilaga 45 – Väsentliga uppgifter.doc
2061,10536,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2146,10547,Bilaga 1 – Uppsala universitet.doc
2147,10547,Bilaga 2 – Lunds universitet.doc
2148,10547,Bilaga 3 – Göteborgs universitet.doc
2149,10547,Bilaga 4 – Stockholms universitet.doc
2150,10547,Bilaga 5 – Umeå universitet.doc
2151,10547,Bilaga 6 – Linköpings universitet.doc
2152,10547,Bilaga 7 – Karolinska institutet.doc
2153,10547,Bilaga 8 – Kungl Tekniska högskolan.doc
2154,10547,Bilaga 9 – Luleå tekniska universitet.doc
2155,10547,Bilaga 10 – Karlstads universitet.doc
2156,10547,Bilaga 11 – Växjö universitet.doc
2157,10547,Bilaga 12 – Örebro universitet.doc
2158,10547,Bilaga 13 – Mittuniversitetet.doc
2159,10547,Bilaga 14 – Blekinge tekniska högskola.doc
2160,10547,Bilaga 15 – Malmö högskola.doc
2161,10547,Bilaga 16 – Högskolan i Kalmar.doc
2162,10547,Bilaga 17 – Mälardalens högskola.doc
2163,10547,Bilaga 18 – Danshögskolan.doc
2164,10547,Bilaga 19 – Dramatiska institutet.doc
2165,10547,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2166,10547,Bilaga 21 – Högskolan i Borås.doc
2167,10547,Bilaga 22 – Högskolan Dalarna.doc
2168,10547,Bilaga 23 – Högskolan på Gotland.doc
2169,10547,Bilaga 24 – Högskolan i Gävle.doc
2170,10547,Bilaga 25 – Högskolan i Halmstad.doc
2171,10547,Bilaga 26 – Högskolan Kristianstad.doc
2172,10547,Bilaga 27 – Högskolan i Skövde.doc
2174,10547,Bilaga 28 – Högskolan Väst.doc
2175,10547,Bilaga 29 – Konstfack.doc
2176,10547,Bilaga 30 – Kungl Konsthögskolan.doc
2177,10547,Bilaga 31 – Kungl Musikhögskolan i Stockholm.doc
2178,10547,Bilaga 32 – Operahögskolan i Stockholm.doc
2179,10547,Bilaga 33 – Södertörns högskola.doc
2180,10547,Bilaga 34 – Teaterhögskolan i Stockholm.doc
2181,10547,Bilaga 35 – Enskilda utbildningsanordnare.doc
2191,10547,Bilaga 36 – Särskilda utgifter.doc
2182,10547,Bilaga 37 – Forskning och konstnärligt utvarbete.doc
2192,10547,Bilaga 38 – Ersättn klinisk utbildning  forskning.doc
2183,10547,Bilaga 39 – Lärarhögskolan i Stockholm.doc
2184,10547,Bilaga 40 – Periodisering av återrapporteringskrav.doc
2185,10547,Bilaga 41 – Krysslista över tilldelade utbomr.doc
2186,10547,Bilaga 42 – Krysslista avseende vissa anslagsposte.doc
2187,10547,Bilaga 43 – Anvisningar för redovisning av prognos.xls
2188,10547,Bilaga 44 – Anvisningar redovisning av högskoleutb.xls
2189,10547,Bilaga 45 – Väsentliga uppgifter.doc
2190,10547,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2280,10564,Bilaga till beslut.doc
2196,10572,Generella frågor.doc
2197,10572,Målstruktur.doc
2198,10574,Bilaga 2 Tvärsektoriella frågor.doc
2199,10574,Bilaga 3 Målstruktur.doc
2202,10580,Bilaga Uppdrag 7 RGK beslut 070410.doc
2201,10580,Bilaga villkor avveckling av Venantius AB.doc
2204,10581,Bilaga 2.xls
2203,10581,Bilaga 3.doc
2279,10581,Bilaga 4.xls
2217,10581,Bilaga 5.xls
2216,10596,Bilaga 2.doc
2214,10596,Bilaga 3.doc
2212,10596,Bilaga 4.doc
2213,10596,Bilaga 5.doc
2215,10596,Bilaga 6.doc
2223,10601,Bilaga 2 Bemyndiganden.doc
2224,10601,Bilaga 3 Kostnads- och utgiftsbudget.doc
2225,10601,Bilaga 4 FPI.doc
2226,10601,Bilaga 5 Mil säktjänst.doc
2297,10607,Bilaga 0 – Utskriftsvänlig vers av Gemensamma best.doc
2294,10607,Bilaga 1 – Uppsala universitet.doc
2229,10607,Bilaga 2 – Lunds universitet.doc
2230,10607,Bilaga 3 – Göteborgs universitet.doc
2231,10607,Bilaga 4 – Stockholms universitet.doc
2232,10607,Bilaga 5 – Umeå universitet.doc
2233,10607,Bilaga 6 – Linköpings universitet.doc
2234,10607,Bilaga 7 – Karolinska institutet.doc
2235,10607,Bilaga 8 – Kungl Tekniska högskolan.doc
2236,10607,Bilaga 9 – Luleå tekniska universitet.doc
2237,10607,Bilaga 10 – Karlstads universitet.doc
2238,10607,Bilaga 11 – Växjö universitet.doc
2239,10607,Bilaga 12 – Örebro universitet.doc
2240,10607,Bilaga 13 – Mittuniversitetet.doc
2241,10607,Bilaga 14 – Blekinge tekniska högskola.doc
2242,10607,Bilaga 15 – Malmö högskola.doc
2243,10607,Bilaga 16 – Högskolan i Kalmar.doc
2244,10607,Bilaga 17 – Mälardalens högskola.doc
2245,10607,Bilaga 18 – Danshögskolan.doc
2246,10607,Bilaga 19 – Dramatiska institutet.doc
2247,10607,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2266,10607,Bilaga 21 – Högskolan i Borås.doc
2267,10607,Bilaga 22 – Högskolan Dalarna.doc
2268,10607,Bilaga 23 – Högskolan på Gotland.doc
2269,10607,Bilaga 24 – Högskolan i Gävle.doc
2270,10607,Bilaga 25 – Högskolan i Halmstad.doc
2271,10607,Bilaga 26 – Högskolan Kristianstad.doc
2272,10607,Bilaga 27 – Högskolan i Skövde.doc
2273,10607,Bilaga 28 – Högskolan Väst.doc
2248,10607,Bilaga 29 – Konstfack.doc
2249,10607,Bilaga 30 – Kungl Konsthögskolan.doc
2250,10607,Bilaga 31 – Kungl Musikhögskolan i Stockholm.doc
2251,10607,Bilaga 32 – Operahögskolan i Stockholm.doc
2252,10607,Bilaga 33 – Södertörns högskola.doc
2253,10607,Bilaga 34 – Teaterhögskolan i Stockholm.doc
2254,10607,Bilaga 35 – Enskilda utbildningsanordnare.doc
2255,10607,Bilaga 37 – Forskning och konstnärligt utvarbete.doc
2295,10607,Bilaga 38 – Ers för klinsk utbildning  forskning.doc
2256,10607,Bilaga 39 – Lärarhögskolan i Stockholm.doc
2257,10607,Bilaga 40 – Periodisering av återrapporteringskrav.doc
2262,10607,Bilaga 41 – Krysslista över tilldelade utbomr.doc
2263,10607,Bilaga 42 – Krysslista avseende vissa anslagsposte.doc
2264,10607,Bilaga 43 – Anvisningar för redovisning av prognos.xls
2258,10607,Bilaga 44 – Anvisningar redovisning av högskoleutb.xls
2259,10607,Bilaga 45 – Väsentliga uppgifter.doc
2260,10607,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2296,10607,Bilaga – Särskilda utgifter 36.doc
2291,10618,Anvisningar till Sidas redovisning .doc
2285,10619,Bilaga 2 Bemyndiganden.doc
2286,10619,Bilaga 3 Kostnads- och utgiftsbudget.doc
2287,10619,Bilaga 4 FPI.doc
2288,10619,Bilaga 5 Mil säktjänst.doc
2289,10623,Bilaga 2 Tvärsektoriella frågor.doc
2290,10623,Bilaga 3 Målstruktur.doc
2306,10633,Bilaga 0 – Utskriftsvänlig vers av Gemensamma best.doc
2308,10633,Bilaga 1 – Uppsala universitet.doc
2310,10633,Bilaga 2 – Lunds universitet.doc
2311,10633,Bilaga 3 – Göteborgs universitet.doc
2312,10633,Bilaga 4 – Stockholms universitet.doc
2313,10633,Bilaga 5 – Umeå universitet.doc
2314,10633,Bilaga 6 – Linköpings universitet.doc
2315,10633,Bilaga 7 – Karolinska institutet.doc
2316,10633,Bilaga 8 – Kungl Tekniska högskolan.doc
2317,10633,Bilaga 9 – Luleå tekniska universitet.doc
2318,10633,Bilaga 10 – Karlstads universitet.doc
2319,10633,Bilaga 11 – Växjö universitet.doc
2320,10633,Bilaga 12 – Örebro universitet.doc
2321,10633,Bilaga 13 – Mittuniversitetet.doc
2322,10633,Bilaga 14 – Blekinge tekniska högskola.doc
2323,10633,Bilaga 15 – Malmö högskola.doc
2324,10633,Bilaga 16 – Högskolan i Kalmar.doc
2325,10633,Bilaga 17 – Mälardalens högskola.doc
2326,10633,Bilaga 18 – Danshögskolan.doc
2327,10633,Bilaga 19 – Dramatiska institutet.doc
2328,10633,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2298,10633,Bilaga 21 – Högskolan i Borås.doc
2299,10633,Bilaga 22 – Högskolan Dalarna.doc
2300,10633,Bilaga 23 – Högskolan på Gotland.doc
2301,10633,Bilaga 24 – Högskolan i Gävle.doc
2302,10633,Bilaga 25 – Högskolan i Halmstad.doc
2303,10633,Bilaga 26 – Högskolan Kristianstad.doc
2304,10633,Bilaga 27 – Högskolan i Skövde.doc
2305,10633,Bilaga 28 – Högskolan Väst.doc
2329,10633,Bilaga 29 – Konstfack.doc
2330,10633,Bilaga 30 – Kungl Konsthögskolan.doc
2331,10633,Bilaga 31 – Kungl Musikhögskolan i Stockholm.doc
2332,10633,Bilaga 32 – Operahögskolan i Stockholm.doc
2333,10633,Bilaga 33 – Södertörns högskola.doc
2334,10633,Bilaga 34 – Teaterhögskolan i Stockholm.doc
2335,10633,Bilaga 35 – Enskilda utbildningsanordnare.doc
2347,10633,Bilaga 36 – Särskilda utgifter.doc
2336,10633,Bilaga 37 – Forskning och konstnärligt utvarbete.doc
2309,10633,Bilaga 38 – Ers för klinsk utbildning  forskning.doc
2337,10633,Bilaga 39 – Lärarhögskolan i Stockholm.doc
2338,10633,Bilaga 40 – Periodisering av återrapporteringskrav.doc
2342,10633,Bilaga 41 – Krysslista över tilldelade utbomr.doc
2343,10633,Bilaga 42 – Krysslista avseende vissa anslagsposte.doc
2344,10633,Bilaga 43 – Anvisningar för redovisning av prognos.xls
2339,10633,Bilaga 44 – Anvisningar redovisning av högskoleutb.xls
2340,10633,Bilaga 45 – Väsentliga uppgifter.doc
2341,10633,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2346,10635,Bilaga till beslut.doc
2423,10646,Bilaga till beslut 20080410 nr II5.doc
2349,10653,Bilaga 2.doc
2427,10653,Bilaga 3.xls
2352,10653,Bilaga 4.xls
2353,10653,Bilaga 5.xls
2354,10653,Bilaga 6.xls
2355,10653,Bilaga 7.xls
2350,10653,Bilaga 8.doc
2351,10653,Bilaga 9.doc
2426,10653,Bilaga 10.doc
2383,10655,Bilaga 0 – Utskriftsvänlig vers av Gemensamma best.doc
2385,10655,Bilaga 1 – Uppsala universitet.doc
2387,10655,Bilaga 2 – Lunds universitet.doc
2388,10655,Bilaga 3 – Göteborgs universitet.doc
2420,10655,Bilaga 4 – Stockholms universitet.doc
2390,10655,Bilaga 5 – Umeå universitet.doc
2391,10655,Bilaga 6 – Linköpings universitet.doc
2392,10655,Bilaga 7 – Karolinska institutet.doc
2393,10655,Bilaga 8 – Kungl Tekniska högskolan.doc
2394,10655,Bilaga 9 – Luleå tekniska universitet.doc
2395,10655,Bilaga 10 – Karlstads universitet.doc
2396,10655,Bilaga 11 – Växjö universitet.doc
2397,10655,Bilaga 12 – Örebro universitet.doc
2398,10655,Bilaga 13 – Mittuniversitetet.doc
2399,10655,Bilaga 14 – Blekinge tekniska högskola.doc
2400,10655,Bilaga 15 – Malmö högskola.doc
2401,10655,Bilaga 16 – Högskolan i Kalmar.doc
2402,10655,Bilaga 17 – Mälardalens högskola.doc
2403,10655,Bilaga 18 – Danshögskolan.doc
2404,10655,Bilaga 19 – Dramatiska institutet.doc
2405,10655,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2375,10655,Bilaga 21 – Högskolan i Borås.doc
2376,10655,Bilaga 22 – Högskolan Dalarna.doc
2377,10655,Bilaga 23 – Högskolan på Gotland.doc
2378,10655,Bilaga 24 – Högskolan i Gävle.doc
2379,10655,Bilaga 25 – Högskolan i Halmstad.doc
2380,10655,Bilaga 26 – Högskolan Kristianstad.doc
2381,10655,Bilaga 27 – Högskolan i Skövde.doc
2407,10655,Bilaga 28 – Högskolan Väst.doc
2406,10655,Bilaga 29 – Konstfack.doc
2360,10655,Bilaga 30 – Kungl Konsthögskolan.doc
2361,10655,Bilaga 31 – Kungl Musikhögskolan i Stockholm.doc
2362,10655,Bilaga 32 – Operahögskolan i Stockholm.doc
2363,10655,Bilaga 33 – Södertörns högskola.doc
2364,10655,Bilaga 34 – Teaterhögskolan i Stockholm.doc
2365,10655,Bilaga 35 – Enskilda utbildningsanordnare.doc
2421,10655,Bilaga 36 – Särskilda utgifter.doc
2366,10655,Bilaga 37 – Forskning och konstnärligt utvarbete.doc
2386,10655,Bilaga 38 – Ers för klinsk utbildning  forskning.doc
2367,10655,Bilaga 39 – Lärarhögskolan i Stockholm.doc
2368,10655,Bilaga 40 – Periodisering av återrapporteringskrav.doc
2372,10655,Bilaga 41 – Krysslista över tilldelade utbomr.doc
2373,10655,Bilaga 42 – Krysslista avseende vissa anslagsposte.doc
2374,10655,Bilaga 43 – Anvisningar för redovisning av prognos.xls
2369,10655,Bilaga 44 – Anvisningar redovisning av högskoleutb.xls
2370,10655,Bilaga 45 – Väsentliga uppgifter.doc
2371,10655,Bilaga 46 – Avgiftsfinansierad verksamhet.doc
2411,10658,Bilaga 2 Bemyndiganden.doc
2412,10658,Bilaga 3 Kostnads- och utgiftsbudget.doc
2413,10658,Bilaga 4 FPI.doc
2414,10658,Bilaga 5 Mil säktjänst.doc
2415,10660,Bilaga 2 Fördelning av beslut per ändamål 2008.xls
2417,10672,Bilaga 2.xls
2416,10672,Bilaga 3.doc
2418,10672,Bilaga 4.xls
2419,10672,Bilaga 5.xls
2424,10685,Bilaga till beslut.doc
2429,10695,Bilaga 2.xls
2428,10695,Bilaga 3.doc
2430,10695,Bilaga 4.xls
2431,10695,Bilaga 5.xls
2432,10703,Bilaga 2 Fördelning av beslut per ändamål 2008.xls
2436,10724,Bilaga 2.xls
2435,10724,Bilaga 3.doc
2437,10724,Bilaga 4.xls
2438,10724,Bilaga 5.xls
2439,10731,Anvisningar till Sidas redovisning .doc
2450,10742,Bilaga till avvecklingsbeslut.doc
2441,10752,Bilaga 2 Tvärsektoriella frågor.doc
2442,10752,Bilaga 3 Målstruktur.doc
2443,10753,BilagaPensioner.xls
2444,10758,Bilaga till beslut.doc
2455,10807,Bilaga 1.xls
2457,10807,Bilaga 2.xls
2449,10812,Anvisningar till Sidas redovisning .doc
2451,10820,Bilaga 2 Bemyndiganden.doc
2452,10820,Bilaga 3 Kostnads- och utgiftsbudget.doc
2453,10820,Bilaga 4 FPI.doc
2454,10820,Bilaga 5 Mil säktjänst.doc
2458,10826,Bilaga 2 Fördelning av beslut per ändamål 2008.xls
2528,10842,Bilaga 0 – Utskriftsvänlig vers av Gemsamma best.doc
2506,10842,Bilaga 1 – Uppsala universitet.doc
2507,10842,Bilaga 2 – Lunds universitet.doc
2508,10842,Bilaga 3 – Göteborgs universitet.doc
2509,10842,Bilaga 4 – Stockholms universitet.doc
2510,10842,Bilaga 5 – Umeå universitet.doc
2511,10842,Bilaga 6 – Linköpings universitet.doc
2512,10842,Bilaga 7 – Karolinska institutet.doc
2489,10842,Bilaga 8 – Kungl Tekniska högskolan.doc
2490,10842,Bilaga 9 – Luleå tekniska universitet.doc
2491,10842,Bilaga 10 – Karlstads universitet.doc
2513,10842,Bilaga 11 – Växjö universitet.doc
2514,10842,Bilaga 12 – Örebro universitet.doc
2494,10842,Bilaga 13 – Mittuniversitetet.doc
2515,10842,Bilaga 14 – Blekinge tekniska högskola.doc
2516,10842,Bilaga 15 – Malmö högskola.doc
2517,10842,Bilaga 16 – Högskolan i Kalmar.doc
2518,10842,Bilaga 17 – Mälardalens högskola.doc
2497,10842,Bilaga 18 – Danshögskolan.doc
2498,10842,Bilaga 19 – Dramatiska institutet.doc
2519,10842,Bilaga 20 – Gymnastik- och idrottshögskolan.doc
2520,10842,Bilaga 21 – Högskolan i Borås.doc
2475,10842,Bilaga 22 – Högskolan Dalarna.doc
2521,10842,Bilaga 23 – Högskolan på Gotland.doc
2522,10842,Bilaga 24 – Högskolan i Gävle.doc
2523,10842,Bilaga 25 – Högskolan i Halmstad.doc
2524,10842,Bilaga 26 – Högskolan Kristianstad.doc
2525,10842,Bilaga 27 – Högskolan i Skövde.doc
2505,10842,Bilaga 28 – Högskolan Väst.doc
2500,10842,Bilaga 29 – Konstfack.doc
2459,10842,Bilaga 30 – Kungl Konsthögskolan.doc
2460,10842,Bilaga 31 – Kungl Musikhögskolan i Stockholm.doc
2461,10842,Bilaga 32 – Operahögskolan i Stockholm.doc
2526,10842,Bilaga 33 – Södertörns högskola.doc
2463,10842,Bilaga 34 – Teaterhögskolan i Stockholm.doc
2464,10842,Bilaga 35 – Enskilda utbildningsanordnare.doc
2527,10842,Bilaga 36 – Särskilda utgifter.doc
2465,10842,Bilaga 37 – Forskning och konstnärligt utvarbete.doc
2483,10842,Bilaga 38 – Ers för klinsk utbildning  forskning.doc
2466,10842,Bilaga 39 – Lärarhögskolan i Stockholm.doc
2467,10842,Bilaga 40 – Periodisering av återrapporteringskrav.doc
2471,10842,Bilaga 41 – Krysslista över tilldelade utbomr.doc
