rbid,type,date,year,category,name,pdf
9773,Ändringsbeslut,2007-03-29,2007,Myndighet,Arbetsmiljöverket,True
9774,Ändringsbeslut,2007-03-29,2007,Myndighet,Försvarsmakten,True
9775,Ändringsbeslut,2007-04-12,2007,Myndighet,Åklagarmyndigheten,True
9776,Ändringsbeslut,2007-04-12,2007,Myndighet,Ekobrottsmyndigheten,True
9777,Ändringsbeslut,2007-04-19,2007,Anslag,47:1,True
9778,Ändringsbeslut,2007-04-12,2007,Myndighet,Statens kulturråd,True
9779,Ändringsbeslut,2007-03-29,2007,Myndighet,Arbetslivsinstitutet,True
9780,Ändringsbeslut,2007-06-14,2007,Myndighet,Högskoleverket,True
9783,Ändringsbeslut,2007-04-03,2007,Myndighet,Banverket,True
9784,Regleringsbrev,2007-06-20,2007,Myndighet,Myndighet Avvecklingsmyndigheten för Arbetslivsinstitutet,True
9785,Ändringsbeslut,2007-04-12,2007,Anslag,"27:2, 28:5, 28:12, 28:26, 28:28, 28:30, 28:34 och 28:35",True
9787,Ändringsbeslut,2007-05-16,2007,Anslag,25:80,True
9788,Ändringsbeslut,2007-04-26,2007,Anslag,33:1 och 33:6 (2006),True
9789,Ändringsbeslut,2007-04-12,2007,Anslag,8:1,True
9790,Ändringsbeslut,2007-04-12,2007,Myndighet,Statens jordbruksverk,True
9791,Ändringsbeslut,2007-05-10,2007,Myndighet,Vägverket,True
9792,Ändringsbeslut,2007-04-12,2007,Myndighet,Försvarsmakten,True
9793,Ändringsbeslut,2007-04-12,2007,Myndighet,Livsmedelsekonomiska institutet,True
9794,Ändringsbeslut,2007-04-19,2007,Myndighet,Polarforskningssekretariatet,True
9796,Ändringsbeslut,2007-05-10,2007,Myndighet,Statens maritima museer,True
9797,Ändringsbeslut,2007-04-19,2007,Myndighet,Statens haverikommission,True
9798,Ändringsbeslut,2007-04-19,2007,Myndighet,Kustbevakningen,True
9799,Ändringsbeslut,2007-04-19,2007,Myndighet,Försvarets materielverk,True
9800,Ändringsbeslut,2007-04-19,2007,Myndighet,Totalförsvarets forskningsinstitut,True
9802,Ändringsbeslut,2007-04-19,2007,Anslag,"5:11, 8:1, 8:2 och 8:5 (2006)",True
9804,Ändringsbeslut,2007-04-19,2007,Myndighet,Krisberedskapsmyndigheten,True
9805,Ändringsbeslut,2007-04-12,2007,Myndighet,Skogsstyrelsen,True
9806,Ändringsbeslut,2007-04-10,2007,Myndighet,Riksgäldskontoret,True
9807,Ändringsbeslut,2007-04-19,2007,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
9808,Ändringsbeslut,2007-04-19,2007,Myndighet,Försvarsmakten,True
9809,Ändringsbeslut,2007-05-10,2007,Anslag,90:7,True
9810,Ändringsbeslut,2007-05-10,2007,Myndighet,Myndigheten för skolutveckling,True
9811,Regleringsbrev,2007-06-28,2007,Myndighet,Finanspolitiska rådet,True
9812,Ändringsbeslut,2007-05-16,2007,Myndighet,Livsmedelsverket,True
9813,Ändringsbeslut,2007-05-24,2007,Myndighet,Insättningsgarantinämnden,True
9814,Ändringsbeslut,2007-05-24,2007,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
9815,Ändringsbeslut,2007-06-20,2007,Myndighet,Ekonomiska rådet,True
9816,Ändringsbeslut,2007-07-05,2007,Myndighet,Fiskeriverket,True
9817,Ändringsbeslut,2007-05-03,2007,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
9818,Ändringsbeslut,2007-05-10,2007,Myndighet,Försvarsmakten,True
9819,Ändringsbeslut,2007-05-10,2007,Myndighet,Statens räddningsverk,True
9820,Ändringsbeslut,2007-05-16,2007,Myndighet,Institutet för arbetsmarknadspolitisk utvärdering,True
9821,Ändringsbeslut,2007-06-28,2007,Myndighet,Försäkringskassan,True
9822,Ändringsbeslut,2007-06-07,2007,Myndighet,Konsumentverket,True
9823,Ändringsbeslut,2007-06-28,2007,Myndighet,Rikspolisstyrelsen,True
9824,Ändringsbeslut,2007-05-10,2007,Myndighet,Statens kulturråd,True
9825,Ändringsbeslut,2007-05-10,2007,Myndighet,Statens försvarshistoriska museer,True
9826,Ändringsbeslut,2007-05-10,2007,Myndighet,Konstnärsnämnden,True
9827,Ändringsbeslut,2007-05-16,2007,Myndighet,Socialstyrelsen,True
9828,Ändringsbeslut,2007-05-16,2007,Myndighet,Myndigheten för nätverk och samarbete inom högre utbildning,True
9830,Ändringsbeslut,2007-05-10,2007,Myndighet,Verket för näringslivsutveckling,True
9832,Ändringsbeslut,2007-05-16,2007,Myndighet,Finansinspektionen,True
9833,Ändringsbeslut,2007-06-20,2007,Myndighet,Integrationsverket,True
9836,Ändringsbeslut,2007-05-16,2007,Myndighet,universitet och högskolor m.m.,True
9837,Ändringsbeslut,2007-05-24,2007,Myndighet,Institutet för tillväxtpolitiska studier,True
9838,Ändringsbeslut,2007-05-31,2007,Myndighet,Banverket,True
9840,Ändringsbeslut,2007-06-07,2007,Anslag,33:6,True
9841,Ändringsbeslut,2007-06-28,2007,Myndighet,Arbetsmarknadsstyrelsen,True
9842,Ändringsbeslut,2007-05-31,2007,Myndighet,Länsstyrelserna,True
9843,Ändringsbeslut,2007-06-28,2007,Myndighet,Konkurrensverket,True
9844,Ändringsbeslut,2007-05-24,2007,Myndighet,Statens kulturråd,True
9845,Ändringsbeslut,2007-06-14,2007,Myndighet,Centrala studiestödsnämnden,True
9846,Ändringsbeslut,2007-06-28,2007,Myndighet,Naturvårdsverket,True
9848,Ändringsbeslut,2007-06-07,2007,Anslag,26:10,True
9850,Ändringsbeslut,2007-06-20,2007,Myndighet,Utlänningsnämndens avvecklingsorganisation,True
9851,Ändringsbeslut,2007-06-28,2007,Anslag,"35:9, 35:10, 35:11, 35:12 och 35:13",True
9855,Ändringsbeslut,2007-06-20,2007,Anslag,5:2,True
9856,Ändringsbeslut,2007-06-28,2007,Myndighet,Statens energimyndighet,True
9857,Ändringsbeslut,2007-06-28,2007,Myndighet,Statens jordbruksverk,True
9858,Ändringsbeslut,2007-06-14,2007,Myndighet,Arbetslivsinstitutet,True
9860,Ändringsbeslut,2007-06-07,2007,Myndighet,Statens kulturråd,True
9861,Ändringsbeslut,2007-06-14,2007,Myndighet,Ungdomsstyrelsen,True
9862,Ändringsbeslut,2007-06-20,2007,Myndighet,Statistiska centralbyrån,True
9863,Ändringsbeslut,2007-06-28,2007,Myndighet,Djurskyddsmyndigheten,True
9864,Ändringsbeslut,2007-06-28,2007,Myndighet,Verket för näringslivsutveckling,True
9865,Ändringsbeslut,2007-06-20,2007,Myndighet,Barnombudsmannen,True
9866,Ändringsbeslut,2007-09-13,2007,Myndighet,Institutet för psykosocial medicin,True
9869,Ändringsbeslut,2007-06-28,2007,Myndighet,Statens skolverk,True
9870,Ändringsbeslut,2007-06-28,2007,Anslag,24:3,True
9871,Ändringsbeslut,2007-06-20,2007,Myndighet,Arbetsmiljöverket,True
9872,Regleringsbrev,2007-06-20,2007,Myndighet,Myndighet Avvecklingsmyndigheten för Integrationsverket,True
9874,Ändringsbeslut,2007-06-28,2007,Myndighet,Åklagarmyndigheten,True
9875,Regleringsbrev,2007-06-20,2007,Anslag,2:5,True
9876,Ändringsbeslut,2007-06-20,2007,Myndighet,Sveriges Domstolar,True
9877,Ändringsbeslut,2007-07-05,2007,Myndighet,Valmyndigheten,True
9878,Ändringsbeslut,2007-06-28,2007,Anslag,5:1,True
9879,Ändringsbeslut,2007-06-28,2007,Myndighet,Sjöfartsverket,True
9880,Ändringsbeslut,2007-10-11,2007,Myndighet,Institutet för utvärdering av internationellt utvecklingssamarbete,True
9881,Ändringsbeslut,2007-06-20,2007,Myndighet,Statens bostadskreditnämnd,True
9882,Ändringsbeslut,2007-06-28,2007,Anslag,"27:2, 28:5, 28:12, 28:26, 28:28, 28:30, 28:34 och 28:35",True
9883,Ändringsbeslut,2007-06-28,2007,Myndighet,Socialstyrelsen,True
9884,Ändringsbeslut,2007-07-05,2007,Myndighet,Sametinget,True
9885,Ändringsbeslut,2007-06-20,2007,Anslag,31:12 och 31:13,True
9886,Ändringsbeslut,2007-06-20,2007,Myndighet,Lotteriinspektionen,True
9887,Regleringsbrev,2007-07-05,2007,Anslag,34:11,True
9888,Ändringsbeslut,2007-06-20,2007,Myndighet,Justitiekanslern,True
9889,Ändringsbeslut,2007-06-28,2007,Myndighet,Migrationsverket,True
9890,Ändringsbeslut,2007-06-20,2007,Myndighet,Länsstyrelserna,True
9891,Ändringsbeslut,2007-06-20,2007,Myndighet,Arbetsgivarverket,True
9892,Ändringsbeslut,2007-06-20,2007,Anslag,"31:2, 31:7 (2003), 31:10, 31:11 (2006), 31:13 och 31:14 (2005)",True
9893,Ändringsbeslut,2007-06-20,2007,Myndighet,Valideringsdelegationen,True
9894,Ändringsbeslut,2007-06-20,2007,Myndighet,Försvarets materielverk,True
9895,Ändringsbeslut,2007-06-20,2007,Myndighet,Försvarshögskolan,True
9896,Ändringsbeslut,2007-06-20,2007,Myndighet,Försvarsmakten,True
9897,Ändringsbeslut,2007-06-28,2007,Myndighet,Regeringskansliet,True
9898,Ändringsbeslut,2007-06-20,2007,Myndighet,Totalförsvarets forskningsinstitut,True
9899,Ändringsbeslut,2007-06-20,2007,Myndighet,Totalförsvarets pliktverk,True
9900,Ändringsbeslut,2007-06-20,2007,Myndighet,Försvarets radioanstalt,True
9901,Ändringsbeslut,2007-06-20,2007,Anslag,6:9,True
9902,Ändringsbeslut,2007-06-20,2007,Myndighet,Krisberedskapsmyndigheten,True
9903,Ändringsbeslut,2007-06-20,2007,Myndighet,Statens räddningsverk,True
9904,Ändringsbeslut,2007-06-20,2007,Anslag,"48:1, 48:2 och 48:3",True
9905,Ändringsbeslut,2007-06-20,2007,Myndighet,Kungliga hov- och slottsstaten,True
9906,Ändringsbeslut,2007-06-20,2007,Myndighet,Statskontoret,True
9908,Ändringsbeslut,2007-06-28,2007,Myndighet,Läkemedelsförmånsnämnden,True
9910,Ändringsbeslut,2007-06-28,2007,Anslag,"5:11, 8:1, 8:2 och 8:5 (2006)",True
9911,Ändringsbeslut,2007-06-20,2007,Myndighet,Fortifikationsverket,True
9913,Ändringsbeslut,2007-06-20,2007,Myndighet,Riksgäldskontoret,True
9914,Ändringsbeslut,2007-06-20,2007,Myndighet,Tullverket,True
9915,Ändringsbeslut,2007-06-20,2007,Myndighet,Ekonomistyrningsverket,True
9916,Ändringsbeslut,2007-06-28,2007,Anslag,33:1 och 33:6 (2006),True
9917,Ändringsbeslut,2007-06-20,2007,Myndighet,Ombudsmannen mot etnisk diskriminering,True
9919,Ändringsbeslut,2007-06-20,2007,Myndighet,universitet och högskolor m.m.,True
9920,Ändringsbeslut,2007-06-28,2007,Myndighet,Boverket,True
9923,Ändringsbeslut,2007-06-20,2007,Myndighet,Internationella programkontoret för utbildningsområdet,True
9924,Ändringsbeslut,2007-06-28,2007,Anslag,30:3,True
9928,Ändringsbeslut,2007-06-28,2007,Myndighet,Sveriges geologiska undersökning,True
9929,Ändringsbeslut,2007-08-16,2007,Anslag,24:2,True
9931,Ändringsbeslut,2007-06-20,2007,Myndighet,Arbetslivsinstitutet,True
9934,Ändringsbeslut,2007-11-15,2007,Anslag,90:2,True
9935,Ändringsbeslut,2007-06-28,2007,Anslag,14:10 (2006),True
9936,Ändringsbeslut,2007-06-28,2007,Myndighet,Skogsstyrelsen,True
9937,Ändringsbeslut,2007-06-28,2007,Anslag,41:3,True
9939,Ändringsbeslut,2007-07-05,2007,Myndighet,Vägverket,True
9940,Ändringsbeslut,2007-06-28,2007,Anslag,38:18,True
9946,Ändringsbeslut,2007-06-28,2007,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
9947,Ändringsbeslut,2007-07-05,2007,Myndighet,Banverket,True
9948,Ändringsbeslut,2007-06-28,2007,Myndighet,Statens folkhälsoinstitut,True
9949,Ändringsbeslut,2007-06-28,2007,Myndighet,Nationalmuseum med Prins Eugens Waldemarsudde,True
9953,Ändringsbeslut,2007-06-28,2007,Myndighet,Sveriges Domstolar,True
9954,Ändringsbeslut,2007-06-28,2007,Myndighet,Försvarsmakten,True
9955,Ändringsbeslut,2007-06-28,2007,Myndighet,Skatteverket,True
9957,Ändringsbeslut,2007-06-28,2007,Myndighet,Riksgäldskontoret,True
9958,Ändringsbeslut,2007-11-22,2007,Anslag,33:5,True
9959,Ändringsbeslut,2007-06-28,2007,Myndighet,universitet och högskolor m.m.,True
9961,Ändringsbeslut,2007-07-05,2007,Myndighet,Naturvårdsverket,True
9962,Ändringsbeslut,2007-09-19,2007,Myndighet,Statens skolverk,True
9965,Ändringsbeslut,2007-11-29,2007,Myndighet,Myndigheten för skolutveckling,True
9966,Ändringsbeslut,2007-08-02,2007,Myndighet,Migrationsverket,True
9967,Ändringsbeslut,2007-08-16,2007,Myndighet,Statens jordbruksverk,True
9968,Ändringsbeslut,2007-08-16,2007,Myndighet,Migrationsverket,True
9969,Ändringsbeslut,2007-08-30,2007,Myndighet,Nämnden för offentlig upphandling,True
9971,Ändringsbeslut,2007-08-30,2007,Myndighet,Försvarsmakten,True
9973,Ändringsbeslut,2007-10-04,2007,Myndighet,Finanspolitiska rådet,True
9974,Ändringsbeslut,2007-08-23,2007,Myndighet,Ekonomiska rådet,True
9975,Ändringsbeslut,2007-09-19,2007,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
9976,Ändringsbeslut,2007-10-25,2007,Myndighet,Verket för förvaltningsutveckling,True
9977,Ändringsbeslut,2007-08-30,2007,Myndighet,Statens folkhälsoinstitut,True
9978,Ändringsbeslut,2007-08-30,2007,Myndighet,Smittskyddsinstitutet,True
9979,Ändringsbeslut,2007-08-30,2007,Myndighet,Skogsstyrelsen,True
9980,Ändringsbeslut,2007-08-30,2007,Myndighet,Integrationsverket,True
9981,Ändringsbeslut,2007-09-06,2007,Myndighet,Statens jordbruksverk,True
9982,Ändringsbeslut,2007-09-27,2007,Myndighet,Försäkringskassan,True
9983,Ändringsbeslut,2007-09-06,2007,Myndighet,Verket för näringslivsutveckling,True
9984,Ändringsbeslut,2007-10-11,2007,Myndighet,Institutet för tillväxtpolitiska studier,True
9985,Ändringsbeslut,2007-11-01,2007,Anslag,"27:2, 28:5, 28:12, 28:26, 28:28, 28:30, 28:34 och 28:35",True
9987,Ändringsbeslut,2007-11-15,2007,Anslag,38:18,True
9988,Ändringsbeslut,2007-10-11,2007,Myndighet,Länsstyrelserna,True
9993,Ändringsbeslut,2007-09-27,2007,Myndighet,universitet och högskolor m.m.,True
9997,Ändringsbeslut,2007-10-04,2007,Myndighet,Vetenskapsrådet,True
9998,Ändringsbeslut,2007-10-18,2007,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
9999,Ändringsbeslut,2007-10-04,2007,Myndighet,Institutet för rymdfysik,True
10000,Ändringsbeslut,2007-10-11,2007,Anslag,8:1,True
10001,Ändringsbeslut,2007-10-11,2007,Myndighet,Svenska institutet,True
10002,Ändringsbeslut,2007-10-11,2007,Anslag,"5:11, 8:1, 8:2 och 8:5 (2006)",True
10003,Ändringsbeslut,2007-10-11,2007,Myndighet,Folke Bernadotteakademin,True
10004,Regleringsbrev,2007-12-19,2008,Myndighet,Kustbevakningen,True
10005,Ändringsbeslut,2007-10-11,2007,Myndighet,Statens jordbruksverk,True
10006,Regleringsbrev,2007-12-13,2008,Anslag,5:8,True
10007,Regleringsbrev,2007-12-19,2008,Myndighet,Sveriges geologiska undersökning,True
10008,Regleringsbrev,2007-12-20,2008,Myndighet,Försäkringskassan,True
10009,Regleringsbrev,2007-12-13,2008,Anslag,5:2,True
10010,Ändringsbeslut,2007-10-11,2007,Myndighet,Arkitekturmuseet,True
10012,Ändringsbeslut,2007-10-11,2007,Myndighet,Riksutställningar,True
10013,Regleringsbrev,2007-12-20,2008,Anslag,2:4,True
10014,Regleringsbrev,2007-12-13,2008,Anslag,10:4,True
10015,Regleringsbrev,2007-12-13,2008,Anslag,10:3,True
10016,Ändringsbeslut,2007-11-01,2007,Myndighet,Socialstyrelsen,True
10018,Ändringsbeslut,2007-10-11,2007,Myndighet,Statens skolverk,True
10019,Ändringsbeslut,2007-10-18,2007,Anslag,33:1 och 33:6 (2006),True
10022,Ändringsbeslut,2007-10-25,2007,Myndighet,Statens räddningsverk,True
10023,Regleringsbrev,2007-12-13,2008,Anslag,5:1,True
10024,Regleringsbrev,2007-12-13,2008,Myndighet,Myndighet Avvecklingsmyndigheten för Integrationsverket,True
10025,Regleringsbrev,2007-12-19,2008,Myndighet,Handikappombudsmannen,True
10027,Regleringsbrev,2007-12-19,2008,Myndighet,Ombudsmannen mot diskriminering på grund av sexuell läggning,True
10028,Regleringsbrev,2007-12-19,2008,Myndighet,Ombudsmannen mot etnisk diskriminering,True
10029,Regleringsbrev,2007-12-13,2008,Anslag,10:2,True
10030,Regleringsbrev,2007-12-13,2008,Anslag,10:9,True
10031,Ändringsbeslut,2007-10-11,2007,Myndighet,Statens konstråd,True
10032,Regleringsbrev,2007-12-20,2008,Myndighet,Socialstyrelsen,True
10033,Ändringsbeslut,2007-11-01,2007,Myndighet,Naturvårdsverket,True
10034,Ändringsbeslut,2007-10-18,2007,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
10035,Ändringsbeslut,2007-11-01,2007,Myndighet,Migrationsverket,True
10037,Ändringsbeslut,2007-11-15,2007,Myndighet,Arbetsmiljöverket,True
10038,Ändringsbeslut,2007-11-15,2007,Myndighet,Kriminalvården,True
10039,Ändringsbeslut,2007-10-25,2007,Myndighet,Elsäkerhetsverket,True
10041,Regleringsbrev,2007-12-19,2008,Myndighet,Allmänna reklamationsnämnden,True
10042,Regleringsbrev,2007-12-19,2008,Myndighet,Konsumentverket,True
10044,Regleringsbrev,2007-12-19,2008,Myndighet,Sjöfartsverket,True
10045,Regleringsbrev,2007-12-19,2008,Myndighet,Statens väg- och transportforskningsinstitut,True
10046,Regleringsbrev,2007-12-13,2008,Myndighet,Specialpedagogiska institutet,True
10047,Regleringsbrev,2007-12-13,2008,Myndighet,Myndigheten för skolutveckling,True
10048,Regleringsbrev,2007-12-13,2008,Myndighet,Specialskolemyndigheten,True
10049,Regleringsbrev,2007-12-13,2008,Myndighet,Sameskolstyrelsen,True
10050,Regleringsbrev,2007-12-13,2008,Myndighet,Svenska institutet,True
10052,Regleringsbrev,2007-12-19,2008,Myndighet,Kommerskollegium,True
10053,Regleringsbrev,2007-12-20,2008,Myndighet,Styrelsen för ackreditering och teknisk kontroll,True
10054,Regleringsbrev,2007-12-19,2008,Myndighet,Exportkreditnämnden,True
10056,Regleringsbrev,2007-12-20,2008,Myndighet,Fiskeriverket,True
10057,Regleringsbrev,2007-12-19,2008,Anslag,40:6,True
10058,Regleringsbrev,2007-12-19,2008,Myndighet,Naturvårdsverket,True
10059,Regleringsbrev,2007-12-13,2008,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
10060,Ändringsbeslut,2007-10-25,2007,Myndighet,Banverket,True
10061,Regleringsbrev,2007-12-13,2008,Myndighet,Inspektionen för strategiska produkter,True
10062,Regleringsbrev,2007-12-19,2008,Myndighet,Kemikalieinspektionen,True
10063,Regleringsbrev,2007-12-19,2008,Myndighet,Datainspektionen,True
10064,Regleringsbrev,2007-12-19,2008,Myndighet,Justitiekanslern,True
10065,Regleringsbrev,2007-12-19,2008,Myndighet,Ekobrottsmyndigheten,True
10066,Regleringsbrev,2007-12-19,2008,Myndighet,Rättsmedicinalverket,True
10067,Regleringsbrev,2007-12-19,2008,Myndighet,Säkerhets- och integritetsskyddsnämnden,True
10068,Regleringsbrev,2007-12-19,2008,Myndighet,Valmyndigheten,True
10069,Regleringsbrev,2007-12-19,2008,Myndighet,Åklagarmyndigheten,True
10070,Regleringsbrev,2007-12-13,2008,Anslag,28:31,True
10071,Regleringsbrev,2007-12-13,2008,Myndighet,Talboks- och punktskriftsbiblioteket,True
10072,Regleringsbrev,2007-12-13,2008,Myndighet,Institutet för språk och folkminnen,True
10073,Ändringsbeslut,2007-11-08,2007,Myndighet,Järnvägsstyrelsen,True
10074,Regleringsbrev,2007-12-13,2008,Myndighet,Statens konstråd,True
10075,Regleringsbrev,2007-12-13,2008,Myndighet,Nämnden för hemslöjdsfrågor,True
10076,Regleringsbrev,2007-12-13,2008,Myndighet,Konstnärsnämnden,True
10077,Regleringsbrev,2007-12-13,2008,Myndighet,Riksarkivet,True
10078,Regleringsbrev,2007-12-13,2008,Myndighet,Svenskt biografiskt lexikon,True
10079,Regleringsbrev,2007-12-13,2008,Myndighet,Riksantikvarieämbetet,True
10080,Regleringsbrev,2007-12-13,2008,Myndighet,Statens historiska museer,True
10081,Regleringsbrev,2007-12-13,2008,Myndighet,Nationalmuseum med Prins Eugens Waldemarsudde,True
10082,Regleringsbrev,2007-12-13,2008,Myndighet,Naturhistoriska riksmuseet,True
10083,Regleringsbrev,2007-12-13,2008,Myndighet,Statens museer för världskultur,True
10084,Regleringsbrev,2007-12-13,2008,Myndighet,Livrustkammaren och Skoklosters slott med Stiftelsen Hallwylska museet,True
10085,Regleringsbrev,2007-12-13,2008,Myndighet,Statens maritima museer,True
10086,Regleringsbrev,2007-12-13,2008,Myndighet,Arkitekturmuseet,True
10087,Regleringsbrev,2007-12-13,2008,Myndighet,Statens musiksamlingar,True
10088,Regleringsbrev,2007-12-13,2008,Myndighet,Statens försvarshistoriska museer,True
10089,Regleringsbrev,2007-12-13,2008,Myndighet,Moderna museet,True
10090,Regleringsbrev,2007-12-13,2008,Myndighet,Riksutställningar,True
10091,Regleringsbrev,2007-12-13,2008,Myndighet,Forum för levande historia,True
10092,Regleringsbrev,2007-12-13,2008,Anslag,28:36,True
10093,Regleringsbrev,2007-12-13,2008,Myndighet,Nämnden för statligt stöd till trossamfund,True
10094,Regleringsbrev,2007-12-13,2008,Myndighet,Statens kulturråd,True
10095,Regleringsbrev,2007-12-19,2008,Myndighet,Försvarsmakten,True
10096,Ändringsbeslut,2007-12-06,2007,Myndighet,Centrala studiestödsnämnden,True
10098,Regleringsbrev,2007-12-19,2008,Myndighet,Brottsoffermyndigheten,True
10099,Regleringsbrev,2007-12-19,2008,Myndighet,Kriminalvården,True
10100,Regleringsbrev,2007-12-19,2008,Myndighet,Statens va-nämnd,True
10101,Regleringsbrev,2007-12-19,2008,Myndighet,Gentekniknämnden,True
10104,Ändringsbeslut,2007-10-25,2007,Myndighet,Verket för näringslivsutveckling,True
10105,Ändringsbeslut,2007-10-18,2007,Myndighet,Verket för innovationssystem,True
10106,Regleringsbrev,2007-12-19,2008,Myndighet,Revisorsnämnden,True
10109,Regleringsbrev,2007-12-13,2008,Myndighet,Länsstyrelserna,True
10110,Regleringsbrev,2007-12-19,2008,Myndighet,Rikspolisstyrelsen,True
10111,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Blekinge län,False
10112,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Dalarnas län,False
10113,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Gotlands län,False
10114,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Gävleborgs län,False
10115,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Hallands län,False
10116,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Jämtlands län,False
10117,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Jönköpings län,False
10118,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Kalmar län,False
10119,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Kronobergs län,False
10120,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Norrbottens län,False
10121,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Skåne län,False
10122,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Stockholms län,False
10123,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Södermanlands län,False
10124,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Uppsala län,False
10125,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Värmlands län,False
10126,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Västerbottens län,False
10127,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Västernorrlands län,False
10128,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Västmanlands län,False
10129,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Västra Götalands län,False
10130,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Örebro län,False
10131,Regleringsbrev,,2008,Myndighet,Länsstyrelsen i Östergötlands län,False
10132,Regleringsbrev,2007-12-13,2008,Anslag,30:1,True
10133,Ändringsbeslut,2007-10-18,2007,Myndighet,universitet och högskolor m.m.,True
10134,Ändringsbeslut,2007-10-18,2007,Anslag,26:10,True
10136,Regleringsbrev,2007-12-19,2008,Anslag,"5:11, 8:1, 8:2, 8:5 (2006) och 49:1",True
10137,Regleringsbrev,2007-12-20,2008,Myndighet,Skogsstyrelsen,True
10139,Regleringsbrev,2007-12-19,2008,Myndighet,Post- och telestyrelsen,True
10140,Regleringsbrev,2007-12-13,2008,Myndighet,Statens skolverk,True
10141,Ändringsbeslut,2007-10-25,2007,Myndighet,Statens jordbruksverk,True
10142,Regleringsbrev,2007-12-20,2008,Myndighet,Statens jordbruksverk,True
10143,Regleringsbrev,2007-12-19,2008,Myndighet,Verket för näringslivsutveckling,True
10145,Regleringsbrev,2007-12-13,2008,Anslag,5:6,True
10146,Regleringsbrev,2007-12-20,2008,Myndighet,Bokföringsnämnden,True
10147,Regleringsbrev,2007-12-13,2008,Myndighet,Internationella programkontoret för utbildningsområdet,True
10148,Regleringsbrev,2007-12-13,2008,Myndighet,Svenska Unescorådet,True
10150,Regleringsbrev,2007-12-20,2008,Myndighet,Premiepensionsmyndigheten,True
10151,Regleringsbrev,2007-12-13,2008,Myndighet,Myndigheten för kvalificerad yrkesutbildning,True
10152,Regleringsbrev,2007-12-13,2008,Myndighet,Nationellt centrum för flexibelt lärande,True
10153,Regleringsbrev,2007-12-13,2008,Anslag,25:13 och 25:16,True
10154,Regleringsbrev,2007-12-13,2008,Anslag,"25:1, 25:2 och 25:3",True
10155,Regleringsbrev,2007-12-20,2008,Myndighet,Finansinspektionen,True
10156,Ändringsbeslut,2007-11-29,2007,Myndighet,Polarforskningssekretariatet,True
10157,Regleringsbrev,2007-12-19,2008,Myndighet,Statens institutionsstyrelse,True
10158,Regleringsbrev,2007-12-13,2008,Myndighet,Kungl. biblioteket,True
10159,Regleringsbrev,2007-12-19,2008,Myndighet,Barnombudsmannen,True
10160,Regleringsbrev,2007-12-19,2008,Myndighet,Myndigheten för internationella adoptionsfrågor,True
10161,Regleringsbrev,2007-12-19,2008,Anslag,15:3,True
10162,Regleringsbrev,2007-12-13,2008,Myndighet,Statens ljud- och bildarkiv,True
10164,Regleringsbrev,2007-12-19,2008,Anslag,38:19,True
10165,Regleringsbrev,2007-12-19,2008,Myndighet,Centrala studiestödsnämnden,True
10166,Regleringsbrev,2007-12-13,2008,Myndighet,Överklagandenämnden för studiestöd,True
10167,Regleringsbrev,2007-12-13,2008,Anslag,25:5,True
10168,Regleringsbrev,2007-12-19,2008,Myndighet,Statens veterinärmedicinska anstalt,True
10169,Regleringsbrev,2007-12-19,2008,Myndighet,Statens institut för kommunikationsanalys,True
10170,Regleringsbrev,2007-12-13,2008,Myndighet,Polarforskningssekretariatet,True
10171,Regleringsbrev,2007-12-13,2008,Myndighet,Centrala etikprövningsnämnden,True
10172,Regleringsbrev,2007-12-19,2008,Myndighet,Lantmäteriverket,True
10173,Regleringsbrev,2007-12-19,2008,Myndighet,Sveriges lantbruksuniversitet,True
10174,Regleringsbrev,2007-12-19,2008,Anslag,34:7,True
10175,Regleringsbrev,2007-12-19,2008,Myndighet,Järnvägsstyrelsen,True
10176,Regleringsbrev,2007-12-19,2008,Myndighet,Skatteverket,True
